,AAPL_Price,consumer_sentiment,dollar_index,corp_profits,retail_sales,sentiment_weight
2023-01-29,143.8962673064201,-0.1533731996967909,118.96622258064517,2929.1497059536086,12496.0,1593858.3176607464
2023-01-30,143.85034967237902,-0.14442733212210163,118.88339929229757,2929.914721736468,12432.005102040815,1592844.8206594056
2023-01-31,143.80443203833795,-0.1384955060100346,118.82662690915075,2930.6058197519314,12389.01530612245,1591831.6459827803
2023-02-01,143.75851440429688,-0.1355777213605899,118.79590543120476,2931.223,12367.030612244898,1590818.793638843
2023-02-02,143.76211057390486,-0.13567397817376745,118.7912348584595,2931.766262480673,12366.051020408164,13345.98669850282
2023-02-03,143.76570674351282,-0.13878427644956728,118.81261519091507,2932.2356071939507,12386.076530612245,9680.940846098145
2023-02-04,143.7693029131208,-0.1449086161879894,118.86004642857142,2932.6310341398334,12427.107142857143,8119.911447276937
2023-02-05,143.7728990827288,-0.15404699738903377,118.93352857142858,2932.9525433183207,12489.142857142857,7234.879357026934
2023-02-06,143.7764952523368,-0.16318537859007817,119.00701071428571,2933.200134729411,12551.17857142857,6669.262788796163
2023-02-07,143.78009142194475,-0.17232375979112255,119.08049285714287,2933.3738083731073,12613.214285714286,6286.926489150403
2023-02-08,143.78368759155273,-0.18146214099216698,119.15397499999999,2933.473564249408,12675.25,6023.976319510053
2023-02-09,143.78728376116072,-0.19060052219321136,119.22745714285715,2933.4994023583135,12737.285714285714,5846.772241254794
2023-02-10,143.79087993076868,-0.19973890339425576,119.30093928571429,2933.451322699823,12799.32142857143,5736.637993104308
2023-02-11,143.79447610037667,-0.20887728459530014,119.37442142857144,2933.329325273937,12861.357142857143,5683.415380936505
2023-02-12,143.79807226998466,-0.21801566579634454,119.44790357142857,2933.133410080656,12923.392857142857,5682.582756928955
2023-02-13,143.80166843959265,-0.22715404699738892,119.52138571428573,2932.8635771199797,12985.42857142857,5734.117195944304
2023-02-14,143.8052646092006,-0.23629242819843332,119.59486785714286,2932.519826391908,13047.464285714286,5842.491229428224
2023-02-15,143.8088607788086,-0.2454308093994777,119.66835,2932.1021578964405,13109.5,6017.802989174153
2023-02-16,143.81245694841658,-0.2545691906005221,119.74183214285715,2931.67551840203,13171.535714285714,6278.64581882528
2023-02-17,143.81605311802454,-0.2637075718015665,119.81531428571428,2931.3048546771283,13233.57142857143,6658.531456262232
2023-02-18,143.81964928763253,-0.2728459530026109,119.88879642857144,2930.990166721735,13295.607142857143,7221.130229784002
2023-02-19,143.82324545724052,-0.28198433420365526,119.96227857142858,2930.731454535851,13357.642857142857,8102.124535428999
2023-02-20,143.8268416268485,-0.29112271540469964,120.03576071428571,2930.5287181194763,13419.67857142857,9656.95334841888
2023-02-21,143.83043779645647,-0.30026109660574407,120.10924285714285,2930.3819574726103,13481.714285714286,13309.233635296398
2023-02-22,143.83403396606445,-0.30939947780678845,120.182725,2930.291172595252,13543.75,258234971.43737575
2023-02-23,143.83763013567244,-0.3185378590078328,120.25620714285716,2930.2563634874045,13605.785714285714,258247944.9088979
2023-02-24,143.8412263052804,-0.3276762402088772,120.3296892857143,2930.277530149064,13667.82142857143,258260916.69667834
2023-02-25,143.8448224748884,-0.33681462140992163,120.40317142857143,2930.3546725802344,13729.857142857143,258273890.86705258
2023-02-26,143.84841864449638,-0.345953002610966,120.47665357142857,2930.4877907809123,13791.892857142857,258286865.26729298
2023-02-27,143.85201481410436,-0.3537859007832898,120.53963826530614,2930.6768847510994,13845.066326530612,258299840.25615713
2023-02-28,143.85561098371232,-0.3603133159268929,120.5921255102041,2930.921954490795,13889.37755102041,258312813.67981464
2023-03-01,143.8592071533203,-0.36553524804177545,120.63411530612245,2931.223,13924.826530612247,258325789.7259546
2023-03-02,144.25326588114754,-0.3694516971279373,120.66560765306123,2931.5800212787144,13951.413265306124,1688.3752014912952
2023-03-03,144.64732460897477,-0.3720626631853786,120.68660255102041,2931.9930183269366,13969.137755102041,1226.5654259403482
2023-03-04,145.041383336802,-0.3733681462140992,120.6971,2932.4619911446684,13978.0,1030.3445289959589
2023-03-05,145.43544206462923,-0.3733681462140992,120.6971,2932.986939731909,13978.0,919.4327032207251
2023-03-06,145.82950079245646,-0.3733681462140992,120.6971,2933.567864088658,13978.0,848.8337021055114
2023-03-07,146.2235595202837,-0.3733681462140992,120.6971,2934.204764214916,13978.0,801.3783693008271
2023-03-08,146.61761824811092,-0.3733681462140992,120.6971,2934.897640110684,13978.0,769.0153924726167
2023-03-09,147.01167697593814,-0.3733681462140992,120.6971,2935.6464917759595,13978.0,747.5123603199424
2023-03-10,147.40573570376537,-0.3733681462140992,120.6971,2936.4513192107443,13978.0,734.5269073086939
2023-03-11,147.7997944315926,-0.3733681462140992,120.6971,2937.3121224150377,13978.0,728.7944388776915
2023-03-12,148.19385315941983,-0.3733681462140992,120.6971,2938.2289013888408,13978.0,729.7661319633279
2023-03-13,148.58791188724706,-0.3733681462140992,120.6971,2939.2016561321525,13978.0,737.4678065987637
2023-03-14,148.9819706150743,-0.3733681462140992,120.6971,2940.230386644973,13978.0,752.5034649850941
2023-03-15,149.37602934290152,-0.3733681462140992,120.6971,2941.3150929273015,13978.0,776.2046894162152
2023-03-16,149.77008807072875,-0.3733681462140992,120.6971,2942.45577497914,13978.0,811.0052628994861
2023-03-17,150.16414679855595,-0.3733681462140992,120.6971,2943.6451824345954,13978.0,861.276792464085
2023-03-18,150.55820552638318,-0.3733681462140992,120.6971,2944.83981309831,13978.0,935.3079831818768
2023-03-19,150.9522642542104,-0.3733681462140992,120.6971,2946.0324166043943,13978.0,1050.732038704043
2023-03-20,151.34632298203763,-0.3733681462140992,120.6971,2947.222992952847,13978.0,1253.6456778709862
2023-03-21,151.74038170986486,-0.3733681462140992,120.6971,2948.411542143667,13978.0,1727.9293425938445
2023-03-22,152.1344404376921,-0.3733681462140992,120.6971,2949.598064176856,13978.0,22659.337167644026
2023-03-23,152.52849916551932,-0.3733681462140992,120.6971,2950.7825590524135,13978.0,22780.394497707635
2023-03-24,152.92255789334655,-0.3733681462140992,120.6971,2951.9650267703387,13978.0,22901.774156927084
2023-03-25,153.31661662117378,-0.3733681462140992,120.6971,2953.145467330633,13978.0,23023.47614528521
2023-03-26,153.710675349001,-0.3733681462140992,120.6971,2954.323880733296,13978.0,23145.50046279685
2023-03-27,154.10473407682824,-0.3733681462140992,120.6971,2955.5002669783257,13978.0,23267.847109463182
2023-03-28,154.49879280465547,-0.3733681462140992,120.6971,2956.6746260657255,13978.0,23390.516085277006
2023-03-29,154.8928515324827,-0.3733681462140992,120.6971,2957.8469579954926,13978.0,23513.507390241946
2023-03-30,155.28691026030992,-0.3741141365162252,120.6918019047619,2959.0172627676293,13986.490476190475,23636.82102436381
2023-03-31,155.68096898813715,-0.37560611712047737,120.68120571428572,2960.1855403821337,14003.471428571427,23760.45698763894
2023-04-01,156.07502771596438,-0.37784408802685565,120.66531142857143,2961.3517908390063,14028.942857142856,23884.415280052835
2023-04-02,156.4690864437916,-0.3808280492353599,120.64411904761904,2962.5160141382476,14062.904761904761,24008.69590162611
2023-04-03,156.86314517161884,-0.3845580007459902,120.61762857142857,2963.678210279857,14105.357142857143,24133.298852355845
2023-04-04,157.25720389944607,-0.3890339425587467,120.58584,2964.838379263835,14156.3,24258.2241322378
2023-04-05,157.6512626272733,-0.3942558746736292,120.54875333333335,2965.996521090181,14215.733333333334,24383.471741274792
